NAME,STREET,NO,CITY,COUNTY,SOCIAL_SERVICE,TYPE,CATEGORY,CAPACITY,EMAIL,PHONE
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Teleorman,Sănătății,2,Roșiorii de Vede,Teleorman,Apartament de tip familial nr. 11 bis din cadrul Centrului teritorial pentru protecția de tip familial a copilului cu nevoi speciale Roșiorii de Vede,1,"b1, b2",12,dgaspctr@yahoo.com ,0247313672  
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Teleorman,Carpați,,Roșiorii de Vede,Teleorman,Apartament de tip familial nr. 3 bis din cadrul Centrului teritorial pentru protecția de tip familial a copilului cu nevoi speciale Roșiorii de Vede,1,"b1, b2",12,dgaspctr@yahoo.com ,0247313672  
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Teleorman,Carpați,,Roșiorii de Vede,Teleorman,Apartament de tip familial nr. 3 din cadrul Centrului teritorial pentru protecția de tip familial a copilului cu nevoi speciale Roșiorii de Vede,1,"b1, b2",72,dgaspctr@yahoo.com ,0247313672  
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Teleorman,CFR,,Roșiorii de Vede,Teleorman,Apartament de tip familial nr. 54 din cadrul Centrului teritorial pentru protecția de tip familial Roșiorii de Vede,1,"b1, b2",12,dgaspctr@yahoo.com ,0247313672  
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Teleorman,CFR,,Roșiorii de Vede,Teleorman,Apartament de tip familial nr. 1 din cadrul Centrului teritorial pentru protecția de tip familial Roșiorii de Vede,1,"b1, b2",10,dgaspctr@yahoo.com ,0247313672  
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Teleorman,CFR,,Roșiorii de Vede,Teleorman,Apartament de tip familial nr. 57 din cadrul Centrului teritorial pentru protecția de tip familial Roșiorii de Vede,1,"b1, b2",12,dgaspctr@yahoo.com ,0247313672  
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Teleorman,CFR,,Roșiorii de Vede,Teleorman,Apartament de tip familial nr. 48 din cadrul Centrului teritorial pentru protecția de tip familial Roșiorii de Vede,1,"b1, b2",6,dgaspctr@yahoo.com ,0247313672  
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Teleorman,CFR,,Roșiorii de Vede,Teleorman,Apartament de tip familial nr. 9 bis din cadrul Centrului teritorial pentru protecția de tip familial Alexandria,1,"b1, b2",10,dgaspctr@yahoo.com ,0247313672  
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Teleorman,Dunării,,Roșiorii de Vede,Teleorman,Apartament de tip familial nr. 8 din cadrul Centrului teritorial pentru protecția de tip familial Alexandria,1,"b1, b2",10,dgaspctr@yahoo.com ,0247313672  
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Teleorman,Turnu Măgurele,1,Alexandria,Teleorman,Centrul de protecție de tip familial a copilului cu handicap sever Rază de soare din cadrul Complexului de servicii pentru copilul cu nevoi speciale,2,b1,8,dgaspctr@yahoo.com ,0247313672  
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Teleorman,Republicii,,Roșiorii de Vede,Teleorman,Apartament de tip familial nr. 12 din cadrul Centrului teritorial pentru protecția de tip familial Roșiorii de Vede,1,"B1, B2",10,dgaspctr@yahoo.com ,0247313672  
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Teleorman,Republicii,,Roșiorii de Vede,Teleorman,Apartament de tip familial nr. 10 din cadrul Centrului teritorial pentru protecția de tip familial Roșiorii de Vede,1,"B1, B2",10,dgaspctr@yahoo.com ,0247313672  
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Teleorman,CFR,,Roșiorii de Vede,Teleorman,Apartament de tip familial nr. 9 din cadrul Centrului teritorial pentru protecția de tip familial Roșiorii de Vede,1,"B1, B2",10,dgaspctr@yahoo.com ,0247313672  
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Teleorman,Aleea CFR,,Roșiorii de Vede,Teleorman,Apartament de tip familial nr. 17,1,"B1, B2",10,dgaspctr@yahoo.com ,0247313672  
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Teleorman,Intrarea Spitalului,38,Videle,Teleorman,Centrul de Îngrijire și Asistență Videle din cadrul Complexului de servicii pentru persoane adulte cu handicap Videle,1,"B2, B3",56,dgaspctr@yahoo.com ,0247313672  
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Teleorman,Intrarea Spitalului,38,Videle,Teleorman,Centrul de Recuperare și Reabilitare Neuropsihiatrică Videle din cadrul Complexului de servicii pentru persoane adulte cu handicap Videle,1,"B2, B3, B4",20,dgaspctr@yahoo.com ,0247313672  
Primăria Oraşului Solca,Republicii,14,Solca,Suceava,Cămin pentru persoane vârstnice Solca,1,b4,70,,
Fundaţia Ciobanca S.O.S.,,,Dragu,Sălaj,Centrul de îngrijire a persoanelor de vârsta a III-a Dragu,1,B4,12,,
Parohia Ortodoxă Română Cizer,,814,Cizer,Sălaj,Unitate de îngrijiri la domiciliu,5,b4,16,,
Asociaţia Centrul Regional de Integrare Socială şi Dezvoltare Umană Areopagus,Martirilor,104,Timişoara,Timiş,Centrul de zi Cris-du pentru persoane seropozitive,4,"b2, b3",20,,
Fundaţia Siguranţa pentru Copii în România,,351,Checea,Timiș,Casa de tip familial Casa Verde,1,"B1.3, B1.4, B2.1",12,,
Fundaţia Siguranţa pentru Copii în România,,662,Checea,Timiș,Casa de tip familial nr. 3,1,"B1.3, B1.4, B2.1",,,
Asociaţia Diakonisches Werk,Băilor,18,Cisnădie,Sibiu,Centrul de zi Arca lui Noe,4,b1.3,35,,
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Vâlcea,Liviu Rebreanu,2,Râmnicu Vâlcea,Vâlcea,Centrul de plasament Ana,2,"B1.3, B1.4",60,dgaspcvl@yahoo.com ,0250734 270
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Vâlcea,Calea lui Traian,128,Băbeni,Vâlcea,Centrul de recuperare și reabilitare neuropsihiatrică nr. 2 Băbeni,1,"B2, B3, B4",86,dgaspcvl@yahoo.com ,0250734 270
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Vâlcea,Calea lui Traian,161,Băbeni,Vâlcea,Centrul de recuperare și reabilitare neuropsihiatrică nr. 1 Băbeni,1,"B2, B3",100,dgaspcvl@yahoo.com ,0250734 270
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Vâlcea,Ferdinand,32,Râmnicu Vâlcea,Vâlcea,Serviciul de tip rezidențial pentru recuperarea copilului cu dizabilități - Râmnicu Vâlcea,1,B1,40,dgaspcvl@yahoo.com ,0250734 270
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Vâlcea,Calea lui Traian,161,Băbeni,Vâlcea,Centrul de criză și respite - care Băbeni,1,"b2, b3, b4",15,dgaspcvl@yahoo.com ,0250734 270
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Vâlcea,Nicolae Iorga,20,Râmnicu Vâlcea,Vâlcea,Serviciul adăpost de zi și de noapte pentru copiii străzii Râmnicu Vâlcea,2,"b1.2, b1.3, b1.4",12,dgaspcvl@yahoo.com ,0250734 270
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Vâlcea,,,Costești,Vâlcea,Centrul de îngrijire și asistență Bistrița,1,"b2, b3, b4",100,dgaspcvl@yahoo.com ,0250734 270
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Vâlcea,,,Zătreni,Vâlcea,Centrul de îngrijire și asistență Zătreni,1,"b2, b3, b4, b5",90,dgaspcvl@yahoo.com ,0250734 270
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Vâlcea,Dragoș Vrânceanu,11,Băbeni,Vâlcea,Serviciul de tip rezidențial Casa Pinocchio,2,"b1.3, b1.4",35,dgaspcvl@yahoo.com ,0250734 270
Direcția generală de asistență socială și protecția copilului Vâlcea,Tudor Vladimirescu,41,Băile Govora,Vâlcea,Centrul de recuperare și reabilitare Govora,1,"b2, b3, b4",22,dgaspcvl@yahoo.com ,0250734 270
Direcția generală de asistență socială și protecția copilului Vâlcea,Nicolae Iorga,20,Râmnicu Vâlcea,Vâlcea,Centrul de plasament Andreea Râmnicu Vâlcea,2,"b1, b2",70,dgaspcvl@yahoo.com ,0250734 270
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Vâlcea,DJ. 670,45,Milcoiu,Vâlcea ,Centrul de îngrijire și asistență Milcoiu,1,"B2, B3, B4, B5",44,dgaspcvl@yahoo.com ,0250734 270
Asociaţia de Sprijin a Persoanelor cu Nevoi Speciale Luceafărul Neamț,Ion Ionescu de la Brad,13,Piatra Neamţ,Neamţ,Centrul de zi pentru recuperare prin terapie ocupațională pentru persoane cu dizabilități,4,b2,12,,
Fundaţia Justin Pârvu,,,Poiana Teiului,Neamţ,Cămin pentru persoane vârstnice Sfântul Spiridon,1,b4,38,,
Asociaţia Phoenix Speranţa,George Topârceanu,14,Mediaş,Sibiu,Centrul de zi de integrare socială și socioprofesională,4,"b2, b3",50,,
Serviciul Public de Asistenţă Socială şi Protecţia Copilului Negreşti,Mihail Kogălniceanu,6,Negrești,Vaslui,Centrul de Resurse Comunitare din cadrul Centrului de tineret,6,"b1, b2, b5, b6, b7",30,,
Fundaţia de Îngrijiri Comunitare Piatra Neamţ,Ştefan cel Mare,23,Piatra Neamţ,Neamţ,Unitate de îngrijiri la domiciliu,5,"b3, b4",12,,
Asociaţia Speranţa pentru Ocrotirea Bolnavilor cu SIDA din Constanţa,Primăverii,12,Constanţa,Constanţa,Locuințe protejate pentru persoane cu nevoi speciale Casa Ashitanoie /Luxemburg,1,"B1, B2",_,,
Asociaţia Mana,William Shakespeare,14,Timișoara ,Timiș,Casa pentru fete Osana,1,"B1, B2",9,,
Asociaţia Mana,Drumul Teilor,515,Remetea Mare,Timiş,Casa de băieți Caleb,1,B1.3,14 - 20,,
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Mehedinți,,,Drobeta Turnu Severin,Mehedinți,Adăpostul victimelor violenței în familie,2,"b1, b2, b3",6,,
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Mehedinți,,,Vânjuleț,Mehedinți,Cămin pentru persoane vârstnice Cuviosul Iov Vânjuleț,1,b4,40,directie@dgaspcmh.ro,0252319266
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Mehedinți,Lămâiței,1,Vânju Mare,Mehedinți,"Centrul de zi pentru copilul neglijat, abuzat, exploatat Vânju Mare",4,b1,20,directie@dgaspcmh.ro,0252319266
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Mehedinți,,,Baia de Aramă,Mehedinți,"Centrul de zi pentru copii abuzați, neglijați, exploatați Sfântul Stelian",4,b1,24,directie@dgaspcmh.ro,0252319266
Direcția generală de asistență socială și protecția copilului Mehedinți ,,,Punghina,Mehedinți,Centrul de zi pentru copilul neglijat 0-3 ani Prichindel Punghina,4,b1,30,directie@dgaspcmh.ro,0252319266
Direcția generală de asistență socială și protecția copilului Mehedinți ,Mihai Viteazu,6,Drobeta Turnu Severin,Mehedinți,Centrul de consiliere și sprijin pentru părinți și copii,4,"b1, b5",,directie@dgaspcmh.ro,0252319266
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Mehedinți,Mihai Viteazu,6,Drobeta Turnu Severin,Mehedinți,"Centrul de primire în regim de urgență pentru copilul abuzat, neglijat, exploatat",2,B1,10,directie@dgaspcmh.ro,0252319266
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Mehedinți,Mihai Viteazu,6,Drobeta Turnu Severin ,Mehedinți,Centrul de zi ,4,B1,30,directie@dgaspcmh.ro,0252319266
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Mehedinți,Mihai Viteazu,6,Drobeta Turnu Severin ,Mehedinți,Centrul de zi pentru copilul cu dizabilități,4,B1,32,directie@dgaspcmh.ro,0252319266
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Mehedinți,Mihai Viteazu,6,Drobeta Turnu Severin ,Mehedinți,Centrul de plasament de tip familial pentru copilul cu dizabilități 0-7 ani,2,B1,20,directie@dgaspcmh.ro,0252319266
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Mehedinți,Independenței,52,Drobeta Turnu Severin ,Mehedinți,Centrul de asistență și sprijin pentru copii și tineri în dificultate (apartamente),2,B1,6,directie@dgaspcmh.ro,0252319266
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Mehedinți,Mihai Viteazu,15,Drobeta Turnu Severin ,Mehedinți,Centrul de asistență și sprijin pentru copii și tineri în dificultate (apartamente),2,B1,6,directie@dgaspcmh.ro,0252319266
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Mehedinți,Independenței,57,Drobeta Turnu Severin ,Mehedinți,Centrul de asistență și sprijin pentru copii și tineri în dificultate (apartamente),2,B1,6,directie@dgaspcmh.ro,0252319266
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Mehedinți,Iuliu Maniu,28,Drobeta Turnu Severin ,Mehedinți,Centrul de asistență și sprijin pentru copii și tineri în dificultate (copii),2,B1,6,directie@dgaspcmh.ro,0252319266
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Mehedinți,Anghel Saligny,118,Drobeta Turnu Severin ,Mehedinți,Centrul de asistență și sprijin pentru copii și tineri în dificultate (copii),2,B1,6,directie@dgaspcmh.ro,0252319266
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Mehedinți,Topolniței,11,Drobeta Turnu Severin ,Mehedinți,Centrul de asistență și sprijin pentru copii și tineri în dificultate (copii),2,B1,6,directie@dgaspcmh.ro,0252319266
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Mehedinți,Iuliu Maniu,30,Drobeta Turnu Severin ,Mehedinți,Centrul de asistență și sprijin pentru copii și tineri în dificultate (copii),2,B1,6,directie@dgaspcmh.ro,0252319266
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Mehedinți,Mihai Viteazi,22,Drobeta Turnu Severin ,Mehedinți,Centrul de asistență și sprijin pentru copii și tineri în dificultate (copii),2,B1,6,directie@dgaspcmh.ro,0252319266
Direcţia de Asistenţă Socială a Municipiului Buzău,Speranței,23,Buzău,Buzău,Cantina de ajutor social,7,"B1, B2, B3, B4",450,office@dasbz.ro ,0238710329
Direcţia de Asistenţă Socială a Municipiului Buzău,Pietroasele,11,Buzău,Buzău,"Centrul pentru recuperare, reabilitare și educație specială Buzău",4,"B1.2, B1.3, B1.4",24,office@dasbz.ro ,0238710329
Direcţia de Asistenţă Socială a Municipiului Buzău,Marghilorman,30,Buzău,Buzău,Centrul de urgență de zi și de noapte pentru persoane adulte fără adăpost,9,"B2, B3, B4, B5, B6",25,office@dasbz.ro ,0238710329
Direcţia de Asistenţă Socială a Municipiului Buzău,Plantelor,8A,Buzău,Buzău,Complex de servicii pentru persoane vârstnice Alexandru Marghilorman - serviciul de îngrijiri la domiciliu,5,B4,50,office@dasbz.ro ,0238710329
Direcţia de Asistenţă Socială a Municipiului Buzău,Plantelor,8A,Buzău,Buzău,Complex de servicii pentru persoane vârstnice Alexandru Marghilorman - Centru rezidențial,1,B4,40,office@dasbz.ro ,0238710329
Direcţia de Asistenţă Socială a Municipiului Buzău,Dorobanți,,Buzău,Buzău,Centrul de zi Phoenix,4,b1,15,office@dasbz.ro ,0238710329
Primăria Municipiului Turnu Măgurele Serviciul Public de Asistenţă Socială,Castanilor,42,Turnu Măgurele,Teleorman,Centrul de găzduire temporară pentru persoane aflate în dificultate,2,"b3, b4, b5",35,,
Fundaţia Umanitară Beraca,,65,Criciova,Timiş,Casa de copii Beraca,1,"B1.2, B1.3, B1.4",20,karenpopet@gmail.com,0256-339-092 
Fundaţia un Copil o Speranţă,Streiu,8,Sibiu,Sibiu,Centrul de terapie și recuperare pentru copiii cu autism Caleidoscop,4,"b1, b5, b7",40,,
Fundaţia un Copil o Speranţă,Streiu,8,Sibiu,Sibiu,Centrul de zi pentru copilul cu handicap psiho-neuro-motor grav - Centrul Cresc,4,"b1, b5, b7",25,,
Asociaţia Diakoniewerk International,Primăriei,6,Sebeș,Alba,Centrul de consiliere socială și îngrijire la domiciliu (unitate de îngrijire la domiciliu - UID) Sebeș,5,"B4, B5, B7",7,,
Asociaţia Diakoniewerk International,Mitropoliei,28,Sibiu,Sibiu,Centrul Ocupațional pentru Persoane cu Dizabilități Sibiu,4,"B2, B3",20,,
Parohia Ortodoxă Română nr. 1 Şimleu Silvaniei,Iuliu Maniu,8,Şimleu Silvaniei,Sălaj,Cantina de ajutor social,7,b7,52,,
Parohia Ortodoxă Română nr. 1 Şimleu Silvaniei,Carpați,5,Şimleu Silvaniei,Sălaj,Centrul rezidențial - găzduire temporară pentru tinerii care părăsesc sistemul de protecție a copilului,2,b2.1,12,,
Parohia Ortodoxă Română nr. 1 Şimleu Silvaniei,Carpați,5,Şimleu Silvaniei,Sălaj,Centrul social de zi pentru copii ,4,b1.3,70,,
Direcţia de Asistenţă Socială Comunitară a Municipiului Timişoara,Ioan Plavoșin,21,Timişoara,Timiş,Centrul de zi pentru persoane în dificultate,4,"b2, b3, b4",100,,
Direcţia de Asistenţă Socială Comunitară a Municipiului Timişoara,Inocențiu Klein,29,Timişoara,Timiş,Cămin pentru persoane vârstnice Timișoara,1,B4,82,,
Direcţia de Asistenţă Socială Comunitară a Municipiului Timişoara,Cornelia Sălceanu,17,Timişoara,Timiş,Centrul de zi pentru copilul cu dizabilități Podul Lung,4,"b1.2, b1.3, b1.4",58,,
Direcţia de Asistenţă Socială Comunitară a Municipiului Timişoara,Sever Bocu,44A,Timişoara,Timiş,Îngrijire la domiciliu pentru persoane vârstnice,5,b4,54,,
Direcţia de Asistenţă Socială Comunitară a Municipiului Timişoara,Sever Bocu,44A,Timişoara,Timiş,Centrul de zi pentru persoane vârstnice Sfinții Arhangheli Mihail și Gavril,4,b4,40,,
Direcţia de Asistenţă Socială Comunitară a Municipiului Timişoara,Platanilor,2,Timişoara,Timiş,Centrul de consiliere și sprijin pentru părinți și copii,4,"b1, b5",4,,
Fundaţia Casa Speranţei,Principală,529,Moşna,Sibiu,Casa de copii Casa Speranței,1,"B1.2, B1.3, B1.4, B2.1",30,,
Asociaţia Caritas Roman,,,Gherăești,Neamţ,Cămin pentru persoane vârstnice ,1,B4,40,,
Unitatea de Asistenţă Medico Socială Suliţa,Principală,,Sulița,Botoșani,Unitatea de Asistenţă Medico Socială,9,"B3, B4",50,,
Direcţia de Asistenţă Socială Comunitară Lugoj,Anișoara Odeanu,20BIS,Lugoj,Timiş,Centrul rezidențial pentru persoane vârstnice din cadrul Complexului de servicii pentru persoane vârstnice Sfântul Nicolae,1,b4,20,,
Direcţia de Asistenţă Socială Comunitară Lugoj,Anișoara Odeanu,20BIS,Lugoj,Timiş,Centrul de zi pentru persoane vârstnice din cadrul Complexului de servicii pentru persoane vârstnice Sfântul Nicolae,4,b4,50,,
Direcţia de Asistenţă Socială Comunitară Lugoj,A. Mocioni,34,Lugoj,Timiş,Cantina de ajutor social Lugoj,7,"b1, b2, b3, b4, b5",80,,
Direcţia de Asistenţă Socială Comunitară Lugoj,Ion Vidu,17,Lugoj,Timiș,Centrul de zi pentru minori cu handicap neuropsihic Lugoj,4,b1,30,,
Fundaţia Umanitară Râul Vieţii,,,Orțișoara,Timiș,Casa Maternală,2,b5,20,,
Penitenciarul Ploieşti,Rudului,49,Ploieşti,Prahova,Serviciul educație și asistență psihosocială,10,"b2, b3, b4",140 /zi,,
Centrul de Asistenţă Medico Socială Codăeşti,,,Codăeşti,Vaslui,Centrul de asistență medico socială Codăești,9,"b3, b4",40,,
Asociaţia pentru Protejarea şi Ajutorarea Handicapaţilor Motor Cluj - APAHM Cluj,Aviator Bădescu,32,Cluj Napoca,Cluj,Centrul de zi pentru persoane adulte cu handicap Napoca Protheus,4,"b2, b3",13,,
Fundaţia Mâini Tămăduitoare,,228,Lenauheim,Timiş,Centrul de zi pentru copii cu dizabilități din Lenauheim,4,b1,20,,
Asociaţia Caritabilă Maria Gabriel,Romulus Vuia,138,Cluj Napoca,Cluj,Centrul rezidențial Maria Gabriel,2,b2,6,,
Unitatea de Asistenţă Medico Socială Mediaş,Academician Ioan Moraru,7,Mediaş,Sibiu,Unitatea de Asistenţă Medico Socială Mediaş,9,"B2, B3, B4",44,,
Fundaţia Acţiune Caritate - O Casă pentru Copii Români,Principală,274,Bazna,Sibiu,Serviciul social de tip familial,1,"B1.2, B1.3, B1.4, B2.1",14,,
Primăria Oraşului Avrig - Serviciul Public de Asistență Socială,Gh. Lazăr,10,Avrig,Sibiu,Centrul de servicii comunitare și ajutor la domiciliu pentru persoanele vârstnice,5,b4,6,,
Penitenciarul de Femei Târguşor,Principală,,Ariceștii Rahtivani,Prahova,Serviciul educație și asistență psihosocială,10,"b1.4, b2, b3, b4",700,,
Primăria Comunei Lereşti - Serviciul Public de Asistenţă Socială,G-ral Vasile Milea,139,Lereşti,Argeş,Centrul de asistență după programul școlar tip after school - (Centru de zi),4,B1.3,20,,
